#NAME	GSM442218	GSM442219	GSM442220	GSM442221
#CLASS	absent	absent	present	present
1569183_a_at	3.7	10.4	9.0	3.3
1569186_at	0.6	0.4	2.2	8.5
1569188_s_at	23.8	32.9	19.4	28.2
1569189_at	17.8	10.2	18.0	22.2
1569190_at	47.5	43.1	76.9	69.1
1569191_at	13.6	13.2	0.3	5.7
1569192_at	9.8	0.2	3.4	0.4
1569193_at	1.2	4.8	9.1	10.9
1569194_at	25.2	20.7	10.6	16.6
1569200_at	60.8	94.9	150.6	112.9
1569201_a_at	7.7	8.2	11.4	2.9
1569202_x_at	27.1	26.3	35.8	33.6
1569203_at	8.3	4.6	9.2	13.3
1569205_at	5.9	2.6	19.9	1.7
1569206_at	13.1	17.8	22.5	3.0
1569207_s_at	13.3	12.6	19.0	7.8
1569208_a_at	5.8	6.7	5.5	6.0
1569212_at	9.1	11.6	3.9	11.9
1569213_at	7.4	5.7	5.0	1.1
1569218_at	0.2	1.4	2.3	0.5
1569219_at	9.2	8.3	3.3	5.1
1569225_a_at	229.5	215.8	1.3	8.3
1569230_at	6.1	1.1	4.5	1.0
1569231_x_at	0.5	1.7	4.1	8.1
1569234_at	12.5	3.4	15.0	1.9
1569235_a_at	10.0	1.3	1.5	14.4
1569237_at	4.3	3.6	9.0	9.6
1569238_a_at	3.4	10.8	9.8	13.4
1569240_at	2.0	4.7	3.8	1.6
1569241_a_at	26.0	17.7	2.5	3.0
1569243_at	0.3	3.3	7.8	2.8
1569245_at	3.0	1.6	8.0	18.5
1569246_a_at	2.4	22.0	2.8	2.6
1569250_at	3.1	20.5	19.3	17.4
1569251_a_at	19.4	10.1	17.3	14.2
1569253_at	2.6	10.2	9.3	11.3
1569254_s_at	0.3	0.3	5.8	0.6
1569256_a_at	4.8	3.4	4.1	4.6
1569257_at	124.1	108.4	125.7	138.6
1569259_at	1.3	3.4	3.0	1.5
1569262_x_at	4.4	4.0	5.5	3.4
1569263_at	25.3	46.1	20.1	31.6
1569264_at	3.5	6.4	2.7	14.3
1569268_at	25.7	16.1	23.9	16.5
1569269_s_at	4.8	5.3	32.6	8.5
1569270_at	3.5	1.0	1.2	1.2
1569272_at	4.5	6.4	1.1	6.0
1569274_at	13.7	3.3	26.7	32.4
1569275_at	1.6	14.7	9.8	8.4
1569276_at	7.3	16.8	11.5	4.1
1569277_at	7.1	3.0	13.0	1.7
1569283_at	17.1	9.3	18.8	13.2
1569287_at	3.9	6.9	13.3	5.6
1569289_at	9.6	14.6	14.7	12.2
1569290_s_at	0.6	1.3	19.0	20.7
1569291_at	12.0	2.8	28.1	5.5
1569293_x_at	28.7	24.2	39.7	25.4
1569294_at	49.1	30.3	49.6	49.1
1569296_a_at	14.9	17.5	14.9	3.6
1569297_at	1.7	1.0	5.4	7.5
1569300_at	3.2	3.0	5.0	23.1
1569302_at	46.6	46.1	49.1	88.8
1569303_s_at	5.9	3.3	2.5	2.7
1569305_a_at	23.6	38.4	37.5	13.2
1569306_at	7.0	5.7	1.5	3.0
1569307_s_at	0.9	2.3	1.9	1.4
1569310_at	1.0	1.6	1.3	1.0
1569311_at	16.0	13.1	16.6	14.3
1569312_at	19.0	16.7	20.4	16.5
1569315_s_at	1.5	11.0	10.0	7.2
1569316_at	4.4	7.7	12.5	9.0
1569318_at	4.4	12.7	7.6	12.5
1569320_at	53.2	39.1	39.8	64.2
1569321_at	11.6	6.2	10.2	9.5
1569322_at	2.6	1.9	1.1	8.0
1569323_at	7.6	0.3	0.7	14.2
1569325_at	24.8	30.6	26.7	18.7
1569330_at	9.6	15.8	11.8	1.4
1569331_at	0.4	1.0	4.0	7.6
1569332_at	1.5	0.2	0.5	0.5
1569334_at	4.0	3.6	23.7	12.1
1569335_a_at	9.0	12.0	64.6	54.6
1569337_at	1.8	1.8	1.1	4.7
1569338_at	13.9	11.9	10.4	6.3
1569339_s_at	4.6	6.5	18.0	5.1
1569341_at	14.6	5.6	6.8	5.8
1569342_at	0.7	1.3	0.5	6.0
1569344_a_at	12.7	18.5	7.9	1.5
1569345_at	2.5	4.0	2.2	4.0
1569346_a_at	3.7	9.9	3.4	8.5
1569348_at	0.8	5.9	7.3	4.2
1569349_at	27.8	31.6	35.0	22.3
1569351_at	17.1	18.1	23.1	2.4
1569352_at	5.8	4.2	12.0	8.9
1569353_at	3.4	14.0	19.7	27.5
1569354_at	5.9	9.5	15.2	5.9
1569355_at	0.8	2.4	0.8	1.2
1569361_a_at	2.5	2.6	2.8	3.0
1569362_at	0.3	0.5	7.5	8.1
1569365_a_at	13.7	18.3	25.5	16.2
1569366_a_at	28.5	36.6	14.3	25.0
1569368_at	20.4	13.0	14.7	13.9
1569369_at	50.6	29.3	63.0	114.9
1569371_at	11.8	1.4	1.1	13.2
1569372_at	0.9	1.2	2.2	0.8
1569374_at	2.5	2.6	1.4	11.5
1569375_at	1.0	0.7	1.6	11.6
1569376_s_at	1.7	1.4	10.0	7.8
1569377_at	5.5	0.7	4.2	8.6
1569378_at	2.0	3.8	1.2	0.8
1569380_a_at	3.3	18.2	18.3	34.5
1569383_s_at	25.3	31.4	56.7	19.1
1569385_s_at	10.8	4.0	7.7	30.4
1569386_at	3.3	4.9	7.1	3.5
1569387_at	0.7	6.0	26.9	17.1
1569391_at	4.9	10.4	3.7	6.6
1569392_at	21.1	11.5	22.1	26.9
1569393_at	18.9	9.1	2.8	17.1
1569396_at	30.3	45.2	40.2	37.0
1569399_at	7.4	2.2	21.6	11.5
1569401_at	14.7	9.9	6.0	3.8
1569402_at	5.1	1.0	2.2	3.2
1569403_at	2.9	3.4	7.3	6.4
1569405_at	7.9	4.2	0.3	6.0
1569406_at	1.2	6.3	1.5	1.6
1569407_at	1.5	7.4	1.9	5.3
1569408_at	10.4	0.3	3.8	9.2
1569409_x_at	60.9	29.9	62.6	26.5
1569410_at	0.3	5.0	8.0	3.5
1569411_at	11.1	4.4	0.8	0.3
1569415_at	28.8	23.6	45.7	12.2
1569416_at	18.4	12.6	6.8	24.3
1569417_at	19.6	16.0	16.3	12.2
1569418_at	1.0	1.8	1.2	0.9
1569419_at	1.2	6.1	15.7	6.9
1569421_at	7.7	4.4	9.4	2.9
1569422_at	4.0	5.0	7.1	2.6
1569426_at	4.3	14.3	12.7	18.4
1569428_at	2.3	13.0	4.7	25.9
1569430_at	8.5	0.8	5.5	9.4
1569431_at	1.3	3.9	1.6	2.1
1569433_at	9.0	1.1	4.3	4.3
1569434_at	16.1	8.3	7.8	10.9
1569436_at	3.8	8.6	3.1	2.1
1569439_at	6.0	5.0	0.7	0.6
1569443_s_at	0.9	0.8	15.1	1.0
1569444_at	11.8	9.6	12.2	5.8
1569445_at	6.6	3.1	4.0	7.9
1569446_x_at	4.4	2.7	4.3	3.5
1569448_at	17.0	29.3	32.9	29.3
1569449_a_at	3.3	5.1	13.0	5.2
1569450_at	1.1	5.1	7.3	1.9
1569452_at	2.6	7.0	2.5	3.1
1569453_a_at	47.4	60.0	23.9	13.1
1569454_a_at	2.6	7.8	4.5	12.1
1569459_a_at	4.3	0.9	4.2	1.0
1569461_at	12.1	3.5	24.4	2.0
1569462_x_at	11.5	2.4	0.9	9.2
1569464_at	10.8	9.9	22.9	15.1
1569465_at	4.3	15.5	2.1	1.4
1569466_at	13.8	0.8	4.8	1.7
1569468_at	0.2	4.1	5.3	0.5
1569469_a_at	0.3	2.2	3.3	2.3
1569470_a_at	12.5	2.7	4.8	2.3
1569472_s_at	23.9	24.3	27.9	43.1
1569473_s_at	3.3	4.4	3.6	4.8
1569474_at	12.3	8.6	2.5	4.4
1569476_at	0.7	5.7	1.0	0.8
1569477_at	5.0	4.9	11.5	11.1
1569478_s_at	17.7	45.5	29.9	42.6
1569479_at	21.2	12.9	7.1	1.7
1569481_s_at	3.8	16.1	19.0	15.7
1569482_at	10.8	6.8	5.8	7.9
1569484_s_at	7.4	8.6	8.7	7.4
1569486_at	12.0	9.8	1.6	9.3
1569487_at	12.1	2.7	2.1	6.3
1569490_at	5.2	5.8	11.8	4.8
1569491_at	8.1	7.1	6.7	1.1
1569492_at	8.1	0.8	0.6	1.1
1569494_at	5.7	0.9	2.9	0.9
1569495_at	7.2	15.3	8.9	20.5
1569496_s_at	46.9	22.6	19.6	36.1
1569499_at	11.3	6.3	10.6	4.8
1569500_at	30.2	33.4	50.8	46.1
1569501_at	15.0	12.2	20.1	5.2
1569502_s_at	38.7	16.7	27.7	38.2
1569503_at	7.4	10.3	9.7	11.0
1569504_at	4.1	3.3	1.4	7.9
1569508_at	9.0	1.4	6.6	11.6
1569510_at	0.9	10.0	2.7	2.6
1569512_at	9.0	13.5	12.1	8.7
1569515_a_at	8.4	8.7	1.4	8.3
1569516_at	10.7	5.2	6.3	14.8
1569517_at	18.0	16.2	4.8	3.3
1569518_at	8.5	2.4	2.3	1.7
1569519_at	11.8	20.4	25.1	33.4
1569520_at	27.9	24.2	13.6	11.8
1569521_s_at	32.6	27.3	21.4	28.7
1569522_at	306.7	354.0	327.7	243.4
1569523_a_at	3.1	1.1	0.9	0.8
1569525_s_at	10.9	6.1	3.1	0.6
1569527_at	14.0	29.5	22.1	27.8
1569528_at	9.2	0.8	2.1	1.2
1569532_a_at	37.7	24.9	32.5	23.8
1569536_at	4.0	9.2	7.4	14.1
1569537_at	13.6	18.7	26.5	11.6
1569538_at	4.0	10.3	21.8	23.6
1569539_at	8.2	8.5	4.8	5.0
1569540_at	14.9	15.1	12.9	19.1
1569542_at	6.0	2.9	3.8	14.9
1569543_at	9.6	2.0	8.1	8.4
1569544_at	7.9	8.4	6.2	8.8
1569545_at	0.8	0.5	0.6	0.8
1569551_at	5.1	3.5	9.1	6.7
1569552_at	5.9	7.0	5.8	1.9
1569554_at	1.5	1.4	8.2	13.2
1569555_at	10.8	6.6	10.1	5.1
1569557_at	12.4	14.4	13.6	21.4
1569558_at	10.1	1.3	1.7	13.3
1569560_at	3.7	4.1	6.3	1.8
1569561_at	7.1	1.1	2.6	1.4
1569564_at	3.4	2.9	11.2	0.4
1569566_at	69.7	76.4	4.1	2.2
1569568_at	0.3	4.6	0.4	1.6
1569569_x_at	7.1	7.9	5.1	0.4
1569570_at	8.5	6.7	1.1	0.7
1569571_at	4.7	2.3	1.0	0.8
1569573_at	1.2	3.3	0.5	7.7
1569577_x_at	4.4	5.0	11.1	6.1
1569578_at	0.9	2.1	1.7	2.0
1569579_at	1.3	1.4	1.9	1.4
1569580_a_at	9.5	4.1	5.6	2.4
1569582_at	0.3	0.7	2.7	0.5
1569583_at	1.7	2.6	0.9	1.3
1569585_at	0.8	2.6	0.4	0.6
1569587_at	5.7	1.0	4.4	7.3
1569588_x_at	6.3	20.8	11.7	17.6
1569590_at	12.4	9.5	2.2	13.7
1569591_at	0.7	1.2	7.4	0.7
1569592_a_at	3.4	1.2	2.2	0.9
1569594_a_at	273.5	265.9	248.6	266.7
1569596_at	1.4	6.0	2.5	5.4
1569597_at	41.8	43.0	28.8	23.3
1569599_at	10.1	9.0	2.3	1.0
1569600_at	3.2	7.5	7.0	13.2
1569601_at	15.4	15.0	19.2	26.2
1569602_at	2.9	1.9	7.1	2.0
1569603_at	5.1	1.3	6.5	2.2
1569604_at	12.4	32.0	24.4	24.1
1569607_s_at	13.9	13.7	56.9	99.0
1569608_x_at	15.1	4.0	24.4	19.1
1569609_at	5.8	8.0	4.9	5.9
1569610_at	0.5	0.3	0.3	0.9
1569611_a_at	7.7	7.4	12.5	4.5
1569614_s_at	10.5	1.0	10.3	1.0
1569615_at	1.4	1.0	2.2	2.3
1569616_at	8.9	1.0	12.5	4.2
1569617_at	1.1	2.2	2.8	2.8
1569620_s_at	1.1	8.6	13.3	6.0
1569624_at	20.0	6.1	9.4	15.8
1569629_x_at	114.6	107.7	62.5	50.1
1569630_a_at	6.7	11.4	5.3	4.0
1569631_at	32.4	46.6	40.7	26.6
1569634_at	17.7	8.7	3.1	2.0
1569637_at	1.8	0.8	1.9	1.7
1569638_at	1.1	1.6	1.2	0.4
1569640_s_at	23.1	14.3	17.6	23.2
1569641_at	10.4	0.3	1.4	18.6
1569642_at	18.9	35.3	172.1	156.1
1569644_at	0.7	1.8	10.5	2.6
1569646_a_at	7.4	2.1	2.0	3.8
1569647_at	25.7	5.2	18.2	14.2
1569648_at	7.4	21.4	21.1	10.3
1569652_at	31.4	27.9	15.5	27.8
1569656_at	6.1	1.3	0.5	5.8
1569659_at	8.2	1.4	7.8	4.2
1569660_at	9.7	2.3	12.6	3.1
1569661_at	2.1	5.0	3.4	9.1
1569663_at	1.4	1.7	0.2	4.0
1569664_at	6.6	2.1	5.4	3.8
1569665_at	10.3	10.6	17.6	12.4
1569666_s_at	15.9	20.8	10.8	7.5
1569668_at	10.5	2.9	5.0	14.3
1569669_at	10.1	6.8	2.2	2.3
1569670_at	1.8	2.2	1.2	1.1
1569672_at	16.3	8.1	5.6	8.9
1569673_at	9.1	6.4	8.2	5.3
1569674_at	1.2	4.4	1.4	0.6
1569675_at	5.7	1.5	5.7	6.5
1569676_at	10.6	6.7	2.1	9.3
1569677_a_at	6.5	1.0	0.4	3.0
1569679_at	55.4	45.6	48.9	35.0
1569680_at	1.3	13.1	1.7	6.6
1569681_at	3.7	0.8	15.6	1.3
1569683_at	25.0	30.2	22.5	18.1
1569685_at	13.0	11.7	18.0	27.7
1569688_at	7.2	3.4	8.9	2.1
1569689_s_at	5.6	1.3	5.1	10.4
1569690_at	18.3	9.5	11.9	10.6
1569693_at	5.9	0.5	5.6	2.9
1569696_at	16.1	16.1	28.2	12.9
1569698_s_at	0.7	6.3	5.7	5.0
1569699_at	10.4	13.4	19.8	13.1
1569700_s_at	5.9	2.5	26.8	3.9
1569701_at	0.5	3.3	0.6	6.0
1569703_a_at	8.1	0.3	8.7	9.4
1569706_at	7.6	5.1	5.7	5.3
1569709_at	2.0	4.7	3.3	9.8
1569712_at	1.0	8.6	1.4	3.1
1569713_at	21.1	16.7	12.2	16.4
1569714_at	23.7	21.7	12.7	33.3
1569716_at	3.0	0.3	5.9	1.2
1569719_at	0.4	0.5	0.2	0.3
1569721_at	7.9	0.8	8.0	3.0
1569722_s_at	7.0	13.3	17.0	1.3
1569723_a_at	1.1	2.2	6.8	2.3
1569724_at	0.8	2.3	1.9	1.1
1569727_at	4.3	4.2	0.9	10.6
1569728_at	5.8	11.2	4.4	13.3
1569729_a_at	9.3	7.4	8.0	4.4
1569730_at	11.2	13.0	19.4	30.5
1569731_at	2.9	0.4	0.9	1.1
1569732_at	5.7	23.5	4.5	16.1
1569736_at	3.9	1.0	8.2	5.8
1569737_a_at	29.0	12.6	21.4	7.4
1569738_at	10.5	6.9	14.5	4.6
1569739_at	18.0	3.4	21.3	6.1
1569740_at	4.9	0.3	1.4	0.7
1569741_at	2.4	11.4	15.5	12.7
1569743_at	4.5	1.4	12.7	10.4
1569745_at	11.2	3.4	12.1	18.5
1569746_s_at	8.8	6.8	10.9	5.9
1569748_at	1.6	10.5	1.5	9.4
1569750_at	3.4	2.3	6.2	8.7
1569751_at	0.6	1.2	1.6	1.1
1569753_at	9.8	3.4	4.8	7.0
1569755_at	7.8	0.4	0.4	0.5
1569756_at	0.6	0.9	0.6	6.1
1569758_at	17.1	6.1	13.6	18.6
1569759_at	2.8	10.8	12.1	1.0
1569760_at	3.1	12.0	3.1	13.2
1569761_x_at	6.0	7.5	10.0	8.4
1569763_at	9.4	6.1	7.8	6.1
1569764_at	2.4	6.7	18.0	6.8
1569765_at	72.0	46.4	48.7	33.7
1569767_at	19.2	9.2	14.7	18.8
1569768_at	3.5	0.8	1.2	1.2
1569770_x_at	6.3	0.3	1.2	0.9
1569772_x_at	4.7	3.9	2.9	0.4
1569773_at	2.5	10.7	0.7	5.5
1569775_at	18.7	12.4	14.4	5.2
1569776_at	1.7	10.8	3.7	5.6
1569777_a_at	11.2	8.2	35.5	33.2
1569779_at	7.4	3.6	1.5	1.5
1569780_at	12.9	8.9	7.7	3.3
1569781_at	1.6	3.3	6.5	4.2
1569782_at	1.2	1.6	7.1	12.0
1569783_at	7.2	5.5	2.5	9.4
1569784_at	1.0	0.8	1.4	2.2
1569785_at	6.5	8.7	1.2	0.6
1569786_at	9.0	8.9	12.1	14.1
1569787_at	2.7	6.8	12.5	1.7
1569788_at	8.1	7.9	12.8	10.8
1569789_at	4.6	2.9	0.8	10.9
1569790_at	15.0	4.1	7.9	1.7
1569791_at	27.5	26.2	20.7	23.0
1569792_a_at	7.0	8.3	7.3	10.3
1569793_at	10.8	4.0	3.5	2.4
1569794_at	11.3	9.5	1.2	5.4
1569796_s_at	4.7	6.5	3.3	14.8
1569802_at	5.8	3.8	0.7	0.5
1569805_at	5.0	12.2	17.7	7.8
1569806_at	12.1	13.4	17.7	13.0
1569807_at	13.6	17.9	14.2	5.5
1569808_at	2.7	6.4	6.6	11.5
1569809_at	3.1	2.5	5.4	5.0
1569810_at	0.4	2.7	3.4	1.1
1569811_at	1.9	0.9	4.9	5.1
1569812_at	5.9	0.4	9.7	5.0
1569813_at	1.2	2.9	1.4	3.2
1569815_x_at	6.3	14.3	4.1	6.9
1569816_at	10.6	12.3	7.2	11.0
1569817_at	12.4	3.5	10.8	11.5
1569818_at	6.7	8.8	7.3	11.7
1569819_at	1.0	6.8	5.8	13.2
1569823_at	1.0	2.2	5.5	0.9
1569824_at	7.8	4.1	2.0	0.6
1569826_at	2.1	12.2	16.4	7.3
1569827_at	4.5	8.0	0.6	0.3
1569828_at	0.9	0.8	1.0	1.2
1569830_at	44.3	46.2	22.4	26.6
1569831_at	1.8	4.5	0.7	0.6
1569832_at	7.6	13.6	7.7	0.5
1569833_at	2.1	13.0	6.0	3.5
1569834_at	20.7	19.3	26.0	6.9
1569835_at	2.0	0.4	0.8	2.6
1569838_at	9.3	4.3	2.1	3.0
1569839_s_at	4.0	11.5	8.3	9.8
1569840_at	12.5	7.1	5.7	9.0
1569841_x_at	13.8	12.4	2.0	6.9
1569842_at	1.4	4.6	0.7	2.4
1569843_at	1.3	5.0	11.4	8.1
1569846_at	9.4	3.0	1.7	2.7
1569847_at	16.4	16.0	25.6	15.1
1569849_at	2.6	0.9	9.2	9.6
1569850_at	1.8	11.4	5.1	3.4
1569852_at	12.9	8.6	15.7	17.8
1569853_at	10.3	8.0	10.0	11.6
1569854_at	0.5	0.6	1.9	10.8
1569855_at	8.0	7.4	0.6	6.5
1569856_at	12.0	15.0	9.2	7.2
1569857_s_at	80.6	59.4	83.9	89.1
1569858_at	10.3	6.1	0.8	0.6
1569859_at	11.5	2.7	6.8	3.5
1569861_at	1.9	0.7	2.1	1.3
1569864_at	9.0	13.9	9.9	8.2
1569867_at	44.5	62.0	40.3	51.5
1569868_s_at	54.2	64.5	51.8	43.1
1569871_at	48.9	51.3	36.2	34.9
1569872_a_at	37.8	46.8	11.6	9.9
1569873_at	0.2	0.5	6.3	0.3
1569874_s_at	0.4	0.8	2.4	0.7
1569876_at	9.0	3.9	9.0	14.7
1569878_at	1.3	2.7	0.6	1.0
1569879_a_at	9.3	11.1	23.8	18.5
1569881_at	19.6	5.5	0.9	2.1
1569882_at	2.4	5.1	1.6	4.1
1569885_at	3.2	12.7	2.5	5.8
1569886_a_at	14.9	16.2	43.4	40.4
1569887_a_at	9.1	6.6	2.8	11.4
1569891_at	25.0	6.4	10.0	10.0
1569892_at	0.6	0.4	2.5	2.2
1569894_at	15.7	9.2	9.8	11.5
1569895_at	10.5	3.9	29.7	4.6
1569898_a_at	41.7	45.0	24.5	17.7
1569900_at	0.9	1.4	5.8	2.8
1569904_x_at	7.2	6.8	11.0	8.0
1569905_at	33.1	31.0	37.7	42.2
1569906_s_at	50.6	49.3	62.9	61.0
1569909_at	17.9	24.9	15.8	13.0
1569910_at	9.8	1.4	9.6	2.1
1569911_at	14.5	15.4	25.1	6.5
1569912_at	1.7	4.9	4.0	8.2
1569915_at	10.7	6.2	22.4	14.2
1569916_at	0.7	0.7	5.3	9.0
1569917_at	12.4	1.2	8.9	8.0
1569921_at	2.5	1.5	0.5	1.4
1569923_s_at	5.1	6.1	0.6	6.1
1569925_at	1.6	8.3	16.0	2.7
1569926_s_at	13.9	1.3	0.9	1.8
1569927_at	1.0	8.0	4.8	3.7
1569929_at	1.2	0.4	0.9	1.2
1569930_at	5.3	6.7	6.6	12.9
1569931_at	1.2	2.3	2.2	2.0
1569932_at	10.0	2.2	12.1	6.9
1569933_at	3.7	15.4	4.5	4.0
1569934_at	3.2	3.7	6.4	2.2
1569935_at	20.6	17.3	15.4	27.0
1569936_a_at	1.1	1.4	6.5	10.5
1569937_at	9.2	0.6	2.0	10.3
1569938_at	1.0	0.4	6.9	1.0
1569940_at	14.9	4.9	10.4	10.5
1569941_at	2.1	1.4	8.9	6.2
1569942_at	2.6	1.0	1.2	1.0
1569944_at	5.6	7.8	17.8	16.9
1569947_at	10.1	4.3	1.2	0.9
1569948_at	5.5	8.6	5.2	9.3
1569949_at	7.5	9.5	23.1	35.8
1569952_x_at	39.6	30.7	19.9	22.5
1569953_at	10.8	10.9	9.2	3.2
1569954_at	2.1	3.8	7.4	4.2
1569955_at	1.2	4.9	0.5	4.4
1569956_at	0.5	5.4	6.7	8.9
1569958_at	1.6	2.9	0.2	0.2
1569959_at	8.2	6.4	12.2	14.6
1569960_at	1.1	0.6	1.4	3.8
1569961_at	15.2	5.7	14.6	9.2
1569962_at	11.5	15.6	17.6	9.2
1569963_at	6.5	20.1	11.4	19.2
1569969_a_at	0.4	0.3	0.2	0.6
1569971_at	0.8	10.6	0.5	1.1
1569973_at	45.5	39.2	39.0	45.2
1569974_x_at	28.8	20.1	39.0	39.5
1569975_at	0.6	0.8	1.1	1.4
1569978_x_at	3.3	10.5	2.5	4.3
1569979_at	0.9	0.7	0.9	1.2
1569980_x_at	2.4	1.8	3.8	1.3
1569981_at	6.4	1.3	4.4	6.4
1569983_at	9.1	8.5	1.3	2.9
1569986_x_at	21.9	34.9	44.5	31.5
1569987_at	7.8	7.2	12.5	13.6
1569988_at	4.1	1.0	6.7	6.3
1569990_at	15.1	4.4	1.9	11.2
1569991_at	5.5	4.2	20.4	10.5
1569995_at	9.5	4.1	4.6	6.3
1569996_at	13.1	12.1	12.8	6.6
1569998_at	12.4	10.9	18.6	4.0
1569999_at	17.7	15.2	5.0	9.9
1570001_at	4.9	1.7	8.4	3.2
1570005_at	1.2	5.2	0.7	1.5
1570006_at	0.5	0.6	5.2	0.6
1570007_at	20.8	25.9	45.9	46.3
1570008_at	1.4	1.1	6.8	3.3
1570009_at	7.7	0.5	6.9	6.7
1570013_at	11.5	7.3	1.7	1.7
1570014_at	3.9	4.3	16.5	8.1
1570015_at	4.5	9.6	8.7	8.6
1570020_at	1.4	6.8	1.7	0.9
1570021_at	4.7	0.6	4.9	9.4
1570022_at	3.7	5.0	10.3	10.8
1570023_at	1.0	0.4	1.7	0.7
1570024_at	2.1	4.8	8.2	7.1
1570025_at	5.8	1.2	9.6	9.4
1570026_at	5.2	5.3	17.2	5.9
1570030_at	6.2	7.1	4.1	0.3
1570031_at	1.0	3.8	4.1	8.6
1570032_at	2.2	8.3	17.1	9.4
1570033_at	15.0	17.4	17.3	9.9
1570035_at	6.1	1.9	1.3	1.7
1570038_at	1.4	12.7	5.7	1.5
1570039_at	1.9	6.5	16.4	14.4
1570040_at	12.0	0.9	3.6	2.5
1570042_a_at	1.7	5.7	17.5	6.4
1570043_at	4.9	5.6	4.6	13.5
1570044_at	20.0	8.4	15.8	13.2
1570046_at	8.4	2.0	1.0	0.3
1570048_at	10.7	3.3	6.5	10.5
1570049_at	0.4	1.4	2.2	0.7
1570050_at	0.6	6.7	17.2	8.7
1570051_at	7.1	1.0	12.9	2.8
1570052_at	1.0	4.3	4.9	4.4
1570054_at	16.1	4.5	7.1	10.2
1570055_at	6.2	4.9	20.1	8.6
1570057_x_at	5.7	7.4	5.9	5.5
1570058_at	0.9	0.7	1.2	1.4
1570061_at	27.6	13.5	15.0	17.0
1570064_at	11.8	6.4	4.8	4.2
1570065_at	0.8	22.2	60.9	50.4
1570068_at	1.5	1.3	3.7	9.4
1570070_at	35.2	22.4	69.0	32.8
1570071_at	8.3	11.3	25.8	16.0
1570076_at	5.2	0.8	6.2	13.1
1570078_a_at	2.4	2.4	9.4	2.6
1570080_at	1.2	5.7	9.2	9.0
1570082_x_at	13.0	6.3	8.2	2.3
1570084_at	1.1	4.7	4.7	0.8
1570085_at	10.7	8.6	14.7	18.8
1570087_at	25.0	17.4	22.9	20.0
1570089_at	0.9	7.8	15.5	20.2
1570090_at	13.9	13.4	14.2	12.5
1570093_at	13.5	7.0	21.1	3.6
1570098_at	9.2	2.3	9.5	1.1
1570099_at	3.1	9.7	1.7	1.4
1570100_at	1.0	2.2	1.2	16.0
1570101_at	2.3	0.8	3.9	9.5
1570102_at	0.7	0.8	0.5	2.9
1570103_at	10.2	0.2	6.0	2.6
1570105_at	11.1	7.0	6.5	2.5
1570106_at	5.8	11.4	11.4	4.8
1570107_at	3.2	7.2	20.3	13.2
1570108_at	26.0	14.2	17.4	17.1
1570110_at	2.0	1.5	2.9	1.1
1570111_at	9.1	7.8	9.7	5.9
1570114_at	12.0	0.8	4.5	1.0
1570115_at	0.7	0.5	0.2	0.3
1570116_at	12.3	9.3	5.5	11.2
1570117_at	0.7	1.5	2.3	0.5
1570119_at	4.5	0.4	0.4	9.6
1570120_at	4.8	1.5	5.1	11.6
1570121_at	10.9	1.5	4.9	12.9
1570122_at	5.7	0.3	4.9	1.2
1570123_at	19.2	4.9	5.9	3.0
1570124_at	1.2	5.1	8.6	15.3
1570125_at	8.2	6.5	8.1	10.4
1570126_at	6.9	0.8	1.5	6.3
1570127_at	3.3	0.8	1.6	2.0
1570128_at	11.5	5.5	13.8	5.2
1570130_at	1.9	5.0	12.3	2.4
1570131_at	5.3	2.0	3.4	8.7
1570133_at	3.2	17.9	17.8	13.4
1570134_at	3.5	6.9	2.2	1.4
1570135_at	10.1	9.9	8.7	13.3
1570136_at	7.0	7.5	0.9	0.6
1570138_at	19.3	19.0	17.2	6.8
1570140_at	10.6	1.9	9.6	11.7
1570141_at	0.8	5.0	3.7	0.6
1570143_at	54.6	88.8	17.7	25.4
1570145_at	6.2	23.6	12.1	10.3
1570146_at	3.8	0.3	1.9	0.7
1570151_at	14.9	10.5	13.9	19.7
1570152_at	8.4	2.3	1.1	1.3
1570153_at	0.3	5.0	8.9	14.9
1570155_at	18.2	0.9	6.9	7.9
1570156_s_at	18.7	17.3	19.9	17.5
1570158_at	3.8	5.7	2.2	0.8
1570160_at	0.5	4.1	1.3	7.3
1570162_at	4.0	0.4	1.9	0.3
1570163_at	8.6	6.0	7.5	1.7
1570165_at	26.9	26.8	20.4	44.6
1570166_a_at	22.8	14.5	16.9	33.4
1570167_at	1.8	1.5	1.8	1.5
1570168_at	1.7	1.5	9.7	1.3
1570169_at	8.4	7.0	5.1	2.7
1570171_at	19.3	11.7	14.8	2.6
1570173_at	8.2	6.1	14.9	1.9
1570176_at	3.7	0.8	1.7	8.2
1570177_at	3.5	1.9	1.4	3.5
1570180_at	4.3	6.3	7.2	0.6
1570181_a_at	11.3	3.8	4.6	0.4
1570182_at	1.6	2.4	1.7	2.9
1570183_at	0.2	1.8	5.2	0.7
1570185_at	51.5	76.6	90.6	25.7
1570186_at	1.9	6.0	2.0	3.1
1570188_at	1.7	3.9	0.9	2.8
1570189_at	1.5	0.9	1.5	10.0
1570190_at	0.8	2.2	7.4	1.1
1570191_at	1.1	10.6	5.4	16.3
1570192_at	15.7	3.2	13.8	9.1
1570194_x_at	11.5	1.0	12.5	0.7
1570196_at	14.6	5.6	4.7	9.2
1570197_at	15.6	5.6	47.4	6.5
1570198_x_at	21.5	36.5	61.0	54.2
1570200_at	20.0	15.6	20.6	13.8
